season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
2021,4242209,Jontre Kirklin,WR,LSU,SEC,27,0.472,0.753,0.064,0.107,-0.083,1.1,0.395,0.603,12.749,12.047,0.702,1.073,-0.744,6.602,6.717,6.032
2021,4596439,Dominic Lovett,WR,Missouri,SEC,28,0.479,0.368,1.143,0.524,0.053,1.147,0.509,0.439,13.411,8.837,4.574,5.242,0.526,8.027,8.139,5.272
2021,4426800,Ahmarean Brown,WR,South Carolina,SEC,12,0.481,0.589,-0.703,0.471,0.582,0.034,0.456,0.53,5.773,6.476,-0.703,2.827,2.912,0.034,3.652,2.121
2021,4242178,De'Vion Warren,WR,Arkansas,SEC,25,0.482,0.588,0.058,0.543,0.01,0.837,0.53,0.287,12.041,11.751,0.29,10.326,0.041,1.673,10.605,1.436
2021,4685975,Chance Lovertich,QB,Mississippi State,SEC,21,0.486,0.544,0.14,0.517,0.685,-0.398,0.356,0.903,10.21,9.789,0.421,6.21,4.797,-0.796,5.696,4.514
2021,4567102,Paul Tyson,QB,Alabama,SEC,16,0.494,0.494,,1.08,-0.427,0.94,0.786,0.319,7.907,7.907,,5.399,-1.282,6.577,4.714,3.193
2021,4362614,Tyler Markray,RB,Kentucky,SEC,1,0.497,,0.497,0.497,,,0.497,,0.497,,0.497,0.497,,,0.497,
2021,4259553,Stetson Bennett,QB,Georgia,SEC,343,0.501,0.468,0.731,0.314,0.719,0.508,0.361,0.72,171.689,141.006,30.683,45.788,73.382,44.727,75.866,95.822
2021,4612266,Rufus Harvey,WR,Mississippi State,SEC,7,0.505,0.505,,0.017,0.322,2.824,0.017,1.156,3.537,3.537,,0.069,0.645,2.824,0.069,3.469
2021,4428952,Jalen Wydermyer,TE,Texas A&M,SEC,61,0.511,0.511,,0.483,0.696,0.163,0.365,0.752,31.149,31.149,,13.028,13.923,2.117,13.857,17.292
2021,4428532,Ainias Smith,RB,Texas A&M,SEC,79,0.511,0.588,-0.176,0.388,0.212,1.076,0.433,0.638,40.335,41.745,-1.41,13.953,4.865,21.518,21.2,19.135
2021,4360115,Slade Bolden,WR,Alabama,SEC,56,0.511,0.541,-1.12,0.615,0.238,0.627,0.691,0.161,28.627,29.747,-1.12,13.532,3.804,11.291,25.571,3.056
2021,4259908,Braylon Sanders,WR,Ole Miss,SEC,43,0.511,0.511,,0.229,1.366,-0.006,0.434,0.737,21.98,21.98,,5.045,17.763,-0.045,13.873,8.106
2021,4429062,Ze'Vian Capers,WR,Auburn,SEC,7,0.524,0.524,,0.918,0.239,-0.12,0.918,0,3.67,3.67,,3.671,0.239,-0.24,3.671,0
2021,4430257,Corren Norman,RB,LSU,SEC,1,0.537,,0.537,,,0.537,,0.537,0.537,,0.537,,,0.537,,0.537
2021,4426459,Chase Lane,WR,Texas A&M,SEC,16,0.54,0.54,,0.29,0.287,0.958,0.158,0.922,8.638,8.638,,1.451,1.437,5.75,1.266,7.373
2021,4379405,Jaylen Johnson,WR,Georgia,SEC,5,0.544,0.607,0.29,0.482,-0.373,2.503,-0.025,1.397,2.72,2.43,0.29,0.963,-0.747,2.503,-0.074,2.794
2021,4242526,John Samuel Shenker,TE,Auburn,SEC,43,0.549,0.567,-0.208,0.31,0.42,1.741,0.436,0.809,23.598,23.806,-0.208,6.198,6.716,10.446,13.077,10.521
2021,4259800,Barrett Banister,WR,Missouri,SEC,35,0.559,0.622,-1.597,0.22,0.423,1.655,0.309,0.982,19.56,21.157,-1.597,2.861,6.768,9.931,6.797,12.764
2021,4567151,Trey Knox,WR,Arkansas,SEC,20,0.568,0.568,,0.2,0.438,0.803,0.577,0.555,11.369,11.369,,1.804,2.192,4.015,6.925,4.444
2021,4035065,Justin Rigg,TE,Kentucky,SEC,22,0.572,0.572,,0.94,0.207,0.904,0.535,0.636,12.577,12.577,,9.4,2.273,0.904,7.492,5.084
2021,4429787,Niko Hea,TE,Missouri,SEC,19,0.593,0.593,,0.679,0.579,-0.062,0.542,0.681,11.27,11.27,,4.75,5.212,-0.124,6.504,4.767
2021,4569587,Wan'Dale Robinson,WR,Kentucky,SEC,147,0.598,0.596,0.631,0.357,0.624,1.209,0.417,0.96,87.925,83.506,4.42,24.654,29.934,35.073,40.864,47.062
2021,4430325,Makai Polk,WR,Mississippi State,SEC,120,0.599,0.608,-0.417,0.569,0.739,0.478,0.491,0.793,71.93,72.347,-0.417,32.414,26.605,12.912,37.813,34.117
2021,4568063,JaVonta Payton,WR,Tennessee,SEC,37,0.601,0.651,-1.189,0.227,1.242,-0.245,0.7,0.176,22.245,23.434,-1.189,4.092,14.9,-1.227,21.011,1.234
2021,4362794,Cam Johnson,WR,Vanderbilt,SEC,33,0.604,0.64,-0.559,0.053,0.574,1.383,0.193,1.096,19.917,20.477,-0.559,0.689,4.021,16.592,3.481,16.436
2021,4363030,Warren Thompson,WR,Arkansas,SEC,33,0.611,0.611,,0.737,-0.168,0.886,0.372,0.937,20.175,20.175,,9.579,-1.342,9.748,7.062,13.112
2021,4369864,Jacob Warren,TE,Tennessee,SEC,20,0.62,0.62,,0.565,0.783,0.568,0.718,0.438,12.398,12.398,,4.519,4.697,2.842,9.333,3.065
2021,4567415,Trent Whittemore,WR,Florida,SEC,30,0.62,0.62,,0.212,0.765,1.249,0.677,0.536,18.614,18.614,,1.907,8.412,9.996,12.182,6.432
2021,4567096,John Metchie,WR,Alabama,SEC,126,0.624,0.623,0.711,0.18,0.61,1.446,0.292,1.068,78.645,77.934,0.711,9.368,25.013,46.269,20.993,57.652
2021,4429172,Traeshon Holden,WR,Alabama,SEC,26,0.626,0.626,,-0.01,0.819,1.227,0.29,1.164,16.282,16.282,,-0.088,9.008,7.362,4.639,11.643
2021,4431051,Izayah Cummings,WR,Kentucky,SEC,24,0.633,0.633,,0.151,0.33,1.273,-0.049,1.439,15.198,15.198,,1.509,1.651,8.911,-0.631,15.829
2021,4379401,John FitzPatrick,TE,Georgia,SEC,7,0.66,0.66,,0.906,0.024,,0.915,0.024,4.623,4.623,,3.625,0.048,,4.575,0.048
2021,4597500,Adonai Mitchell,WR,Georgia,SEC,49,0.667,0.664,0.839,0.386,0.923,0.998,0.421,1.131,32.704,31.865,0.839,9.653,11.071,11.98,13.482,19.222
2021,4578654,Jaden Walley,WR,Mississippi State,SEC,64,0.675,0.675,,0.577,0.712,0.668,0.589,0.85,43.189,43.189,,15.573,20.645,4.679,25.341,17.848
2021,4689334,Malik Heath,WR,Mississippi State,SEC,42,0.675,0.675,,0.15,0.643,2.43,0.42,1.187,28.361,28.361,,2.852,10.927,14.582,11.747,16.613
2021,4242167,Tyson Morris,WR,Arkansas,SEC,25,0.689,0.689,,0.206,1.187,1.26,0.188,1.152,17.229,17.229,,2.263,5.936,10.076,2.26,14.97
2021,4692541,Michael Cox,RB,Missouri,SEC,17,0.694,,0.694,0.03,0.462,3.072,0.276,1.696,11.798,,11.798,0.274,2.308,9.215,3.317,8.481
2021,4683234,La'Vell Wright,RB,Kentucky,SEC,9,0.704,,0.704,1.332,0.002,-0.332,0.827,-0.281,6.333,,6.333,6.658,0.007,-0.332,6.614,-0.281
2021,4587702,Christian Leary,WR,Alabama,SEC,5,0.705,1.353,0.273,0.029,1.786,-0.106,0.273,1.353,3.525,2.707,0.818,0.059,3.572,-0.106,0.818,2.707
2021,4430833,Ja'Quavion Fraziars,WR,Florida,SEC,7,0.708,0.708,,0.004,2.523,-0.106,0.844,-0.106,4.956,4.956,,0.016,5.046,-0.106,5.062,-0.106
2021,4429751,DeMarcus Harris,WR,Kentucky,SEC,15,0.713,0.713,,0.701,0.145,1.499,0.721,0.7,10.69,10.69,,5.611,0.581,4.498,6.488,4.201
2021,4360233,Jacob Copeland,WR,Florida,SEC,57,0.721,0.778,-0.313,0.814,0.046,1.619,0.634,0.881,41.095,42.033,-0.938,18.716,0.879,22.664,23.473,17.621
2021,4037564,Jahcour Pearson,WR,Ole Miss,SEC,36,0.724,0.795,-0.062,0.327,0.819,1.237,0.571,0.995,26.061,26.247,-0.186,5.557,9.004,8.662,13.128,12.933
2021,4567105,Jahleel Billingsley,TE,Alabama,SEC,27,0.725,0.725,,-0.379,0.798,1.402,0.486,1.202,19.57,19.57,,-3.033,9.575,7.009,8.755,10.814
2021,4426463,Dannis Jackson,WR,Ole Miss,SEC,20,0.733,0.733,,1.084,1.006,0.73,0.764,0.686,14.659,14.659,,10.835,3.018,4.38,9.169,5.49
2021,4241566,Chase Rogers,TE,Ole Miss,SEC,9,0.737,0.737,,1.203,0.328,-0.02,0.938,0.333,6.63,6.63,,6.014,0.656,-0.04,5.63,1
2021,4426485,Jonathan Mingo,WR,Ole Miss,SEC,21,0.76,0.76,,0.351,1.438,0.694,0.375,1.183,15.954,15.954,,3.161,8.628,4.165,4.121,11.833
2021,4608679,Will Sheppard,WR,Vanderbilt,SEC,45,0.762,0.762,,0.829,0.603,0.822,0.37,1.076,34.306,34.306,,10.771,10.245,11.508,7.405,26.902
2021,4567234,Tyler Fromm,TE,Auburn,SEC,10,0.766,0.766,,0.162,-0.006,1.669,0.95,0.49,7.661,7.661,,0.649,-0.019,3.339,5.699,1.962
2021,4567217,Ja'Varrius Johnson,WR,Auburn,SEC,30,0.766,0.596,3.141,0.446,0.68,1.048,0.383,1.266,22.971,16.69,6.281,4.013,5.438,12.581,6.519,16.453
2021,4361426,Justin Shorter,WR,Florida,SEC,54,0.767,0.767,,0.383,1.2,1.231,0.531,1.24,41.439,41.439,,11.118,18.006,12.315,19.114,22.324
2021,4429056,Kobe Hudson,WR,Auburn,SEC,63,0.772,0.772,,0.407,0.672,1.383,0.433,1.17,48.643,48.643,,6.914,15.454,30.423,14.706,33.936
2021,4612826,Ladd McConkey,WR,Georgia,SEC,44,0.797,0.79,0.872,0.943,0.92,0.393,1.029,0.462,35.071,31.583,3.489,16.031,14.716,4.324,26.747,8.324
2021,4567532,Devin Boddie Jr.,WR,Vanderbilt,SEC,25,0.803,0.786,1,0.412,0.314,1.567,0.575,1.144,20.07,18.071,1.999,3.295,2.51,10.972,8.626,11.444
2021,4372522,Jalen Preston,WR,Texas A&M,SEC,26,0.804,0.804,,0.816,0.598,1.049,0.599,0.955,20.914,20.914,,4.894,6.579,9.442,6.585,14.329
2021,4567416,Ja'Markis Weston,WR,Florida,SEC,7,0.806,0.806,,0.907,,-0.216,0.806,,5.645,5.645,,2.72,,-0.647,5.645,
2021,4426481,Devonta Lee,WR,LSU,SEC,10,0.814,0.814,,0.042,1.157,1.67,0.496,1.555,8.136,8.136,,0.169,4.627,3.34,3.469,4.666
2021,4259976,Josh Ali,WR,Kentucky,SEC,57,0.821,0.791,2.522,0.975,0.285,1.218,0.972,0.598,46.802,44.281,2.522,23.409,5.123,18.27,33.046,13.756
2021,4430657,Devin Price,WR,Texas A&M,SEC,1,0.823,0.823,,,0.823,,0.823,,0.823,0.823,,,0.823,,0.823,
2021,4035100,Micah Wilson,WR,Missouri,SEC,4,0.825,0.059,1.08,,0.059,0.823,1.08,0.059,3.298,0.059,3.239,,0.059,1.646,3.239,0.059
2021,4362862,Josh Vann,WR,South Carolina,SEC,73,0.826,0.796,1.238,0.163,0.985,1.597,0.165,1.774,60.296,54.106,6.19,5.214,16.744,38.338,7.083,53.213
2021,4431340,Javion Hunt,RB,Arkansas,SEC,4,0.829,,0.829,-0.106,,1.193,0.829,,3.317,,3.317,-0.212,,1.193,3.317,
2021,4035693,Velus Jones Jr.,WR,Tennessee,SEC,77,0.832,0.828,1.17,0.409,0.439,1.519,0.54,1.344,64.079,62.908,1.17,13.484,8.337,34.927,26.455,37.624
2021,4567402,Keon Zipperer,TE,Florida,SEC,12,0.843,0.843,,0.302,1.449,1.703,0.681,1.329,10.117,10.117,,2.111,2.897,5.108,6.13,3.987
2021,4241235,OrTre Smith,WR,South Carolina,SEC,1,0.856,0.856,,,0.856,,0.856,,0.856,0.856,,,0.856,,0.856,
2021,4372545,Max Wright,TE,Texas A&M,SEC,3,0.861,0.861,,0.825,0.933,,0.861,,2.582,2.582,,1.649,0.933,,2.582,
2021,4259984,Isaiah Epps,WR,Kentucky,SEC,14,0.862,0.862,,0.881,0.002,1.277,0.917,0.807,12.07,12.07,,4.405,0.005,7.659,6.417,5.652
2021,4034963,Rick Wells,WR,Florida,SEC,29,0.862,0.836,1.584,0.817,0.689,1.464,1.006,0.626,25.002,23.419,1.584,12.255,6.89,5.857,18.111,6.891
2021,4432732,Walker Merrill,WR,Tennessee,SEC,5,0.862,0.862,,0.665,0.617,1.744,0.934,0.571,4.309,4.309,,1.331,1.234,1.744,3.738,0.571
2021,4240618,Kemore Gamble,TE,Florida,SEC,37,0.867,0.867,,0.731,0.526,1.241,0.769,1.172,32.072,32.072,,13.151,5.265,8.689,21.526,10.546
2021,4372541,Caleb Chapman,WR,Texas A&M,SEC,17,0.879,0.879,,0.734,1.027,0.872,0.586,1.208,14.939,14.939,,5.136,7.189,2.615,5.274,9.665
2021,4242248,Austin Williams,WR,Mississippi State,SEC,56,0.891,0.891,,0.746,0.639,1.677,0.64,1.575,49.877,49.877,,14.174,12.784,23.485,26.247,23.63
2021,4429022,Kayshon Boutte,WR,LSU,SEC,44,0.894,0.894,,0.652,1.245,1.124,0.83,1.063,39.332,39.332,,15.644,12.451,11.237,26.575,12.757
2021,4567240,Dontario Drummond,WR,Ole Miss,SEC,91,0.895,0.919,0.603,0.833,0.513,1.061,0.741,1.139,81.401,77.177,4.224,28.325,18.991,13.788,41.521,39.88
2021,4362763,Daniel Parker,TE,Missouri,SEC,12,0.906,0.906,,0.145,0.803,2.31,0.565,1.588,10.868,10.868,,0.724,3.214,6.93,4.517,6.351
2021,4079623,Blake Kern,TE,Arkansas,SEC,15,0.907,0.907,,1.089,0.241,0.4,0.886,0.932,13.609,13.609,,5.443,0.963,2.002,7.085,6.524
2021,4432665,Brock Bowers,TE,Georgia,SEC,79,0.917,0.934,0.589,0.844,0.715,1.631,0.72,1.238,72.426,70.07,2.356,30.398,20.724,21.204,35.28,37.146
2021,4567156,Treylon Burks,WR,Arkansas,SEC,93,0.918,1.035,0.198,0.807,0.411,1.539,0.887,0.986,85.36,82.783,2.577,37.908,9.861,32.327,56.752,28.608
2021,4362770,Messiah Swinson,TE,Missouri,SEC,6,0.922,0.922,,-0.703,0.193,1.51,0.516,1.124,5.529,5.529,,-0.703,0.193,6.04,1.032,4.497
2021,4431001,Elijah Canion,WR,Auburn,SEC,5,0.931,0.931,,1.034,0.652,1.665,0.807,1.117,4.655,4.655,,1.034,1.957,1.665,2.421,2.234
2021,4390104,Keke Chism,WR,Missouri,SEC,47,0.936,0.969,0.2,0.699,1.04,1.07,1.087,0.441,44.004,43.604,0.4,12.583,13.52,16.049,39.148,4.856
2021,4362802,Gavin Schoenwald,TE,Vanderbilt,SEC,5,0.943,0.943,,-0.18,,2.696,0.539,2.561,4.715,4.715,,-0.541,,2.696,2.155,2.561
2021,4381248,Tauskie Dove,WR,Missouri,SEC,43,0.951,0.951,,0.747,0.522,1.776,0.768,1.183,40.914,40.914,,14.941,6.263,17.756,18.428,22.486
2021,4431647,Chauncey Magwood,WR,Kentucky,SEC,2,0.959,0.959,,0.344,,1.573,0.344,1.573,1.918,1.918,,0.344,,1.573,0.344,1.573
2021,4595348,Malik Nabers,WR,LSU,SEC,39,0.963,0.928,1.267,0.229,0.97,1.56,0.371,1.525,37.556,32.486,5.069,3.208,11.638,18.72,7.047,30.509
2021,4692022,Javon Baker,WR,Alabama,SEC,8,0.965,0.965,,1.125,-0.146,2.392,0.62,1.54,7.721,7.721,,3.375,-0.439,4.785,3.1,4.621
2021,4603186,Jack Bech,WR,LSU,SEC,49,0.982,0.982,,0.776,0.834,1.325,0.693,1.282,48.096,48.096,,11.642,15.004,19.869,17.317,30.779
2021,4602192,Landen King,TE,Auburn,SEC,7,0.985,0.985,,2.054,0.269,0.915,2.436,0.405,6.898,6.898,,2.054,0.269,4.575,4.872,2.026
2021,4429129,Michael Drennen II,WR,Kentucky,SEC,3,0.987,,0.987,0.132,,2.696,0.987,,2.96,,2.96,0.264,,2.696,2.96,
2021,4429262,Jaheim Bell,TE,South Carolina,SEC,43,1.002,1.208,-0.06,0.414,1.574,1.18,0.649,1.541,43.065,43.486,-0.42,8.276,23.613,8.26,16.861,26.204
2021,4431277,Koy Moore,WR,LSU,SEC,6,1.008,1.008,,,1.301,0.424,1.047,1.001,6.051,6.051,,,5.202,0.849,1.047,5.004
2021,4426388,Jameson Williams,WR,Alabama,SEC,115,1.022,1.072,-0.355,0.683,0.768,2.09,0.732,1.386,117.564,118.985,-1.421,30.723,34.582,52.259,46.871,70.693
2021,4362650,Jaray Jenkins,WR,LSU,SEC,45,1.028,1.041,0.466,0.769,0.819,1.647,0.986,1.085,46.254,45.789,0.466,13.07,13.926,16.473,25.648,20.606
2021,4568026,Jack Mashburn,TE,LSU,SEC,4,1.031,1.031,,0.512,-0.527,,1.031,,4.122,4.122,,1.024,-0.527,,4.122,
2021,4689336,Caleb Ducking,WR,Mississippi State,SEC,11,1.058,1.058,,0.62,-0.174,3.822,0.443,3.822,11.633,11.633,,4.337,-0.348,7.644,3.989,7.644
2021,4431389,Ketron Jackson,WR,Arkansas,SEC,5,1.064,1.064,,2.788,-0.629,1.054,2.788,0.633,5.32,5.32,,2.788,-0.629,3.161,2.788,2.531
2021,4433921,Kole Taylor,TE,LSU,SEC,6,1.083,1.083,,0.109,-0.129,2.241,1.427,0.739,6.497,6.497,,0.109,-0.258,4.482,4.28,2.217
2021,4369863,Cedric Tillman,WR,Tennessee,SEC,84,1.091,1.091,,0.69,1.183,1.684,0.724,1.824,91.623,91.623,,27.601,29.564,25.261,40.555,51.067
2021,4602937,Colten Gauthier,QB,South Carolina,SEC,1,1.094,1.094,,,1.094,,1.094,,1.094,1.094,,,1.094,,1.094,
2021,4428451,Brett Seither,TE,Georgia,SEC,3,1.12,1.12,,0.716,1.322,,0.31,2.74,3.36,3.36,,0.716,2.643,,0.62,2.74
2021,4685144,Moose Muhammad III,WR,Texas A&M,SEC,13,1.159,1.159,,1.436,0.728,1.597,1.049,1.208,15.067,15.067,,4.308,4.371,6.388,4.197,10.869
2021,4567543,Justin Ball,TE,Vanderbilt,SEC,1,1.179,1.179,,1.179,,,1.179,,1.179,1.179,,1.179,,,1.179,
2021,4873170,Deion Smith,WR,LSU,SEC,14,1.196,1.196,,1.232,0.677,1.576,1.203,1.184,16.75,16.75,,6.162,2.707,7.881,10.831,5.919
2021,4360262,Jaquayln Crawford,WR,Arkansas,SEC,3,1.224,1.224,,-0.48,,2.076,-0.48,2.076,3.672,3.672,,-0.48,,4.151,-0.48,4.151
2021,4372026,Cameron Latu,TE,Alabama,SEC,34,1.399,1.399,,0.565,1.68,1.722,1.307,1.503,47.575,47.575,,3.392,25.206,18.947,23.525,24.049
2021,4692549,D'ionte Smith,WR,Missouri,SEC,10,1.405,1.52,0.949,1.415,1.798,0.171,1.546,1.077,14.055,12.156,1.898,8.489,5.395,0.171,10.823,3.232
2021,4429033,Jermaine Burton,WR,Georgia,SEC,30,1.455,1.455,,1.141,2.188,1.247,1.165,1.71,43.661,43.661,,13.689,17.501,12.47,16.308,27.353
2021,4430802,Darnell Washington,TE,Georgia,SEC,10,1.613,1.613,,1.909,1.348,2.877,1.43,1.797,16.135,16.135,,3.819,9.439,2.877,7.15,8.985
2021,4429483,Tae Tae Crumes,WR,Kentucky,SEC,1,1.621,1.621,,,1.621,,1.621,,1.621,1.621,,,1.621,,1.621,
2021,4429979,Traevon Kenion,TE,South Carolina,SEC,4,1.767,1.767,,,1.057,2.478,1.343,3.039,7.07,7.07,,,2.114,4.956,4.03,3.039
2021,4429105,Arian Smith,WR,Georgia,SEC,5,1.987,2.353,0.521,2.688,-0.286,,1.545,2.649,9.934,9.413,0.521,5.376,-0.571,,4.636,5.298
2021,4372013,Braxton Barker,QB,Alabama,SEC,1,2.187,2.187,,,,2.187,,2.187,2.187,2.187,,,,2.187,,2.187
2021,4596346,Jordan Dingle,TE,Kentucky,SEC,2,2.28,2.28,,1.595,,2.966,1.595,2.966,4.561,4.561,,1.595,,2.966,1.595,2.966
2021,4247724,Caylin Newton,WR,Auburn,SEC,1,2.725,2.725,,,2.725,,2.725,,2.725,2.725,,,2.725,,2.725,
2021,4431334,Chris Hilton Jr.,WR,LSU,SEC,2,3.262,3.262,,,-0.471,6.995,6.995,-0.471,6.524,6.524,,,-0.471,6.995,6.995,-0.471
2021,4689351,Carson Banks,WR,Mississippi State,SEC,1,3.28,3.28,,,3.28,,,3.28,3.28,3.28,,,3.28,,,3.28
2021,4692826,Payton Mangrum,WR,South Carolina,SEC,1,6.247,6.247,,,,,,6.247,6.247,6.247,,,,,,6.247
